-180,65, phh2o ,1294,6.76166, ASIA
-144,65.5, phh2o ,1270,5.17003, NAMERICA
-144,66, phh2o ,1245,5.25498, NAMERICA
-144,66.5, phh2o ,1220,5.42022, NAMERICA
-144,67, phh2o ,1195,6.36821, NAMERICA
-144,67.5, phh2o ,1171,6.34399, NAMERICA
-144,68, phh2o ,1146,6.2229, NAMERICA
-144,68.5, phh2o ,1120,6.26873, NAMERICA
-144,69, phh2o ,1095,6.39805, NAMERICA
-144,69.5, phh2o ,1070,6.58627, NAMERICA
-143.5,65, phh2o ,1294,5.32688, NAMERICA
-143.5,65.5, phh2o ,1270,5.17286, NAMERICA
-143.5,66, phh2o ,1245,5.20118, NAMERICA
-143.5,66.5, phh2o ,1220,5.49263, NAMERICA
-143.5,67, phh2o ,1195,6.36821, NAMERICA
-143.5,67.5, phh2o ,1171,6.34399, NAMERICA
-143.5,68, phh2o ,1146,6.2229, NAMERICA
-143.5,68.5, phh2o ,1120,6.25346, NAMERICA
-143.5,69, phh2o ,1095,6.43569, NAMERICA
-143.5,69.5, phh2o ,1070,6.58627, NAMERICA
-143,65, phh2o ,1294,5.28413, NAMERICA
-143,65.5, phh2o ,1270,5.17286, NAMERICA
-143,66, phh2o ,1245,5.1672, NAMERICA
-143,66.5, phh2o ,1220,5.55998, NAMERICA
-143,67, phh2o ,1195,6.36821, NAMERICA
-143,67.5, phh2o ,1171,6.34399, NAMERICA
-143,68, phh2o ,1146,6.2229, NAMERICA
-143,68.5, phh2o ,1120,6.24582, NAMERICA
-143,69, phh2o ,1095,6.45341, NAMERICA
-143,69.5, phh2o ,1070,6.58627, NAMERICA
-142.5,65, phh2o ,1294,5.19862, NAMERICA
-142.5,65.5, phh2o ,1270,5.15587, NAMERICA
-142.5,66, phh2o ,1245,5.15587, NAMERICA
-142.5,66.5, phh2o ,1220,5.55998, NAMERICA
-142.5,67, phh2o ,1195,6.36821, NAMERICA
-142.5,67.5, phh2o ,1171,6.36821, NAMERICA
-142.5,68, phh2o ,1146,6.2229, NAMERICA
-142.5,68.5, phh2o ,1120,6.24582, NAMERICA
-142.5,69, phh2o ,1095,6.45075, NAMERICA
-142.5,69.5, phh2o ,1070,6.60198, NAMERICA
-142,65, phh2o ,1294,5.15587, NAMERICA
-142,65.5, phh2o ,1270,5.15587, NAMERICA
-142,66, phh2o ,1245,5.15587, NAMERICA
-142,66.5, phh2o ,1220,5.35793, NAMERICA
-142,67, phh2o ,1195,6.36821, NAMERICA
-142,67.5, phh2o ,1171,6.36821, NAMERICA
-142,68, phh2o ,1146,6.2229, NAMERICA
-142,68.5, phh2o ,1120,6.24582, NAMERICA
-142,69, phh2o ,1095,6.46079, NAMERICA
-142,69.5, phh2o ,1070,6.85421, NAMERICA
-141.5,65, phh2o ,1294,5.15587, NAMERICA
-141.5,65.5, phh2o ,1270,5.15587, NAMERICA
-141.5,66, phh2o ,1245,5.15587, NAMERICA
-141.5,66.5, phh2o ,1220,5.15587, NAMERICA
-141.5,67, phh2o ,1195,6.33453, NAMERICA
-141.5,67.5, phh2o ,1171,6.37237, NAMERICA
-141.5,68, phh2o ,1146,6.2229, NAMERICA
-141.5,68.5, phh2o ,1120,6.24582, NAMERICA
-141.5,69, phh2o ,1095,6.45075, NAMERICA
-141,65, phh2o ,1294,5.15587, NAMERICA
-141,65.5, phh2o ,1270,5.15587, NAMERICA
-141,66, phh2o ,1245,5.15587, NAMERICA
-141,66.5, phh2o ,1220,5.15587, NAMERICA
-141,67, phh2o ,1195,6.03145, NAMERICA
-141,67.5, phh2o ,1171,6.7092, NAMERICA
-141,68, phh2o ,1146,6.2229, NAMERICA
-141,68.5, phh2o ,1120,6.23436, NAMERICA
-141,69, phh2o ,1095,6.39805, NAMERICA
-140.5,65, phh2o ,1294,5.90192, NAMERICA
-140.5,65.5, phh2o ,1270,5.81415, NAMERICA
-140.5,66, phh2o ,1245,5.46307, NAMERICA
-140.5,66.5, phh2o ,1220,5.15587, NAMERICA
-140.5,67, phh2o ,1195,5.90241, NAMERICA
-140.5,67.5, phh2o ,1171,7.04578, NAMERICA
-140.5,68, phh2o ,1146,6.2229, NAMERICA
-140.5,68.5, phh2o ,1120,6.2229, NAMERICA
-140.5,69, phh2o ,1095,6.58627, NAMERICA
-140,65, phh2o ,1294,6.73573, NAMERICA
-140,65.5, phh2o ,1270,6.73573, NAMERICA
-140,66, phh2o ,1245,6.51631, NAMERICA
-140,66.5, phh2o ,1220,5.62743, NAMERICA
-140,67, phh2o ,1195,6.14527, NAMERICA
-140,67.5, phh2o ,1171,7.24441, NAMERICA
-140,68, phh2o ,1146,6.2229, NAMERICA
-140,68.5, phh2o ,1120,6.26327, NAMERICA
-140,69, phh2o ,1095,6.58627, NAMERICA
-139.5,65, phh2o ,1294,6.73573, NAMERICA
-139.5,65.5, phh2o ,1270,6.73433, NAMERICA
-139.5,66, phh2o ,1245,6.71339, NAMERICA
-139.5,66.5, phh2o ,1220,6.68546, NAMERICA
-139.5,67, phh2o ,1195,6.92245, NAMERICA
-139.5,67.5, phh2o ,1171,6.87553, NAMERICA
-139.5,68, phh2o ,1146,6.2229, NAMERICA
-139.5,68.5, phh2o ,1120,6.36825, NAMERICA
-139.5,69, phh2o ,1095,6.58627, NAMERICA
-139,65, phh2o ,1294,6.73573, NAMERICA
-139,65.5, phh2o ,1270,6.70222, NAMERICA
-139,66, phh2o ,1245,6.68546, NAMERICA
-139,66.5, phh2o ,1220,6.68546, NAMERICA
-139,67, phh2o ,1195,6.79414, NAMERICA
-139,67.5, phh2o ,1171,6.73366, NAMERICA
-139,68, phh2o ,1146,6.2229, NAMERICA
-139,68.5, phh2o ,1120,6.41856, NAMERICA
-139,69, phh2o ,1095,6.58627, NAMERICA
-138.5,65, phh2o ,1294,6.71897, NAMERICA
-138.5,65.5, phh2o ,1270,6.68546, NAMERICA
-138.5,66, phh2o ,1245,6.68546, NAMERICA
-138.5,66.5, phh2o ,1220,6.68546, NAMERICA
-138.5,67, phh2o ,1195,6.68546, NAMERICA
-138.5,67.5, phh2o ,1171,6.76033, NAMERICA
-138.5,68, phh2o ,1146,6.2229, NAMERICA
-138.5,68.5, phh2o ,1120,6.51814, NAMERICA
-138,65, phh2o ,1294,6.70222, NAMERICA
-138,65.5, phh2o ,1270,6.68546, NAMERICA
-138,66, phh2o ,1245,6.70099, NAMERICA
-138,66.5, phh2o ,1220,6.99599, NAMERICA
-138,67, phh2o ,1195,6.93388, NAMERICA
-138,67.5, phh2o ,1171,7.03497, NAMERICA
-138,68, phh2o ,1146,6.32671, NAMERICA
-138,68.5, phh2o ,1120,6.58627, NAMERICA
-137.5,65, phh2o ,1294,6.69244, NAMERICA
-137.5,65.5, phh2o ,1270,6.68546, NAMERICA
-137.5,66, phh2o ,1245,6.85625, NAMERICA
-137.5,66.5, phh2o ,1220,7.24441, NAMERICA
-137.5,67, phh2o ,1195,6.62814, NAMERICA
-137.5,67.5, phh2o ,1171,6.48782, NAMERICA
-137.5,68, phh2o ,1146,6.97993, NAMERICA
-137.5,68.5, phh2o ,1120,6.2366, NAMERICA
-137,65, phh2o ,1294,6.68546, NAMERICA
-137,65.5, phh2o ,1270,6.68546, NAMERICA
-137,66, phh2o ,1245,6.96494, NAMERICA
-137,66.5, phh2o ,1220,7.01331, NAMERICA
-137,67, phh2o ,1195,6.32, NAMERICA
-137,67.5, phh2o ,1171,6.32, NAMERICA
-137,68, phh2o ,1146,6.60055, NAMERICA
-137,68.5, phh2o ,1120,5.31019, NAMERICA
-136.5,65, phh2o ,1294,6.68546, NAMERICA
-136.5,65.5, phh2o ,1270,6.68546, NAMERICA
-136.5,66, phh2o ,1245,6.77026, NAMERICA
-136.5,66.5, phh2o ,1220,6.49437, NAMERICA
-136.5,67, phh2o ,1195,6.36061, NAMERICA
-136.5,67.5, phh2o ,1171,6.32, NAMERICA
-136.5,68, phh2o ,1146,6.37982, NAMERICA
-136.5,68.5, phh2o ,1120,5.31019, NAMERICA
-136,65, phh2o ,1294,6.68546, NAMERICA
-136,65.5, phh2o ,1270,6.47228, NAMERICA
-136,66, phh2o ,1245,6.3403, NAMERICA
-136,66.5, phh2o ,1220,6.62455, NAMERICA
-136,67, phh2o ,1195,6.67531, NAMERICA
-136,67.5, phh2o ,1171,6.33014, NAMERICA
-136,68, phh2o ,1146,6.22961, NAMERICA
-136,68.5, phh2o ,1120,6.198, NAMERICA
-136,69, phh2o ,1095,6.82772, NAMERICA
-135.5,65, phh2o ,1294,6.68546, NAMERICA
-135.5,65.5, phh2o ,1270,6.38091, NAMERICA
-135.5,66, phh2o ,1245,6.56364, NAMERICA
-135.5,66.5, phh2o ,1220,6.49704, NAMERICA
-135.5,67, phh2o ,1195,6.35184, NAMERICA
-135.5,67.5, phh2o ,1171,6.20817, NAMERICA
-135.5,68, phh2o ,1146,6.198, NAMERICA
-135.5,68.5, phh2o ,1120,6.198, NAMERICA
-135.5,69, phh2o ,1095,6.29212, NAMERICA
-135,65, phh2o ,1294,6.68546, NAMERICA
-135,65.5, phh2o ,1270,6.655, NAMERICA
-135,66, phh2o ,1245,6.53303, NAMERICA
-135,66.5, phh2o ,1220,5.78676, NAMERICA
-135,67, phh2o ,1195,6.08452, NAMERICA
-135,67.5, phh2o ,1171,6.198, NAMERICA
-135,68, phh2o ,1146,6.198, NAMERICA
-135,68.5, phh2o ,1120,6.198, NAMERICA
-135,69, phh2o ,1095,5.31019, NAMERICA
-134.5,65, phh2o ,1294,6.68546, NAMERICA
-134.5,65.5, phh2o ,1270,6.68546, NAMERICA
-134.5,66, phh2o ,1245,5.72005, NAMERICA
-134.5,66.5, phh2o ,1220,5.43849, NAMERICA
-134.5,67, phh2o ,1195,5.9224, NAMERICA
-134.5,67.5, phh2o ,1171,6.198, NAMERICA
-134.5,68, phh2o ,1146,6.51033, NAMERICA
-134.5,68.5, phh2o ,1120,6.39952, NAMERICA
-134.5,69, phh2o ,1095,6.198, NAMERICA
-134,65, phh2o ,1294,6.68546, NAMERICA
-134,65.5, phh2o ,1270,6.68546, NAMERICA
-134,66, phh2o ,1245,5.00869, NAMERICA
-134,66.5, phh2o ,1220,5.43164, NAMERICA
-134,67, phh2o ,1195,5.55494, NAMERICA
-134,67.5, phh2o ,1171,5.72948, NAMERICA
-134,68, phh2o ,1146,6.63138, NAMERICA
-134,68.5, phh2o ,1120,6.6559, NAMERICA
-134,69, phh2o ,1095,6.198, NAMERICA
-133.5,65, phh2o ,1294,6.68546, NAMERICA
-133.5,65.5, phh2o ,1270,6.38059, NAMERICA
-133.5,66, phh2o ,1245,4.85626, NAMERICA
-133.5,66.5, phh2o ,1220,5.42791, NAMERICA
-133.5,67, phh2o ,1195,5.55494, NAMERICA
-133.5,67.5, phh2o ,1171,5.55494, NAMERICA
-133.5,68, phh2o ,1146,6.26689, NAMERICA
-133.5,68.5, phh2o ,1120,6.69406, NAMERICA
-133.5,69, phh2o ,1095,5.63951, NAMERICA
-133,65, phh2o ,1294,6.68546, NAMERICA
-133,65.5, phh2o ,1270,6.07573, NAMERICA
-133,66, phh2o ,1245,4.85626, NAMERICA
-133,66.5, phh2o ,1220,5.38556, NAMERICA
-133,67, phh2o ,1195,5.55494, NAMERICA
-133,67.5, phh2o ,1171,5.55494, NAMERICA
-133,68, phh2o ,1146,6.18778, NAMERICA
-133,68.5, phh2o ,1120,6.69406, NAMERICA
-133,69, phh2o ,1095,6.69406, NAMERICA
-132.5,65, phh2o ,1294,6.68546, NAMERICA
-132.5,65.5, phh2o ,1270,5.9741, NAMERICA
-132.5,66, phh2o ,1245,4.85626, NAMERICA
-132.5,66.5, phh2o ,1220,5.30835, NAMERICA
-132.5,67, phh2o ,1195,5.55494, NAMERICA
-132.5,67.5, phh2o ,1171,5.55494, NAMERICA
-132.5,68, phh2o ,1146,5.99793, NAMERICA
-132.5,68.5, phh2o ,1120,6.69406, NAMERICA
-132.5,69, phh2o ,1095,6.69406, NAMERICA
-132,65, phh2o ,1294,6.68546, NAMERICA
-132,65.5, phh2o ,1270,5.72005, NAMERICA
-132,66, phh2o ,1245,4.85626, NAMERICA
-132,66.5, phh2o ,1220,5.30087, NAMERICA
-132,67, phh2o ,1195,5.55494, NAMERICA
-132,67.5, phh2o ,1171,5.55494, NAMERICA
-132,68, phh2o ,1146,5.93465, NAMERICA
-132,68.5, phh2o ,1120,6.69406, NAMERICA
-132,69, phh2o ,1095,6.6996, NAMERICA
-132,69.5, phh2o ,1070,5.63951, NAMERICA
-131.5,65, phh2o ,1294,6.68546, NAMERICA
-131.5,65.5, phh2o ,1270,5.36437, NAMERICA
-131.5,66, phh2o ,1245,4.85626, NAMERICA
-131.5,66.5, phh2o ,1220,5.30702, NAMERICA
-131.5,67, phh2o ,1195,5.55494, NAMERICA
-131.5,67.5, phh2o ,1171,5.55494, NAMERICA
-131.5,68, phh2o ,1146,5.87136, NAMERICA
-131.5,68.5, phh2o ,1120,6.69406, NAMERICA
-131.5,69, phh2o ,1095,6.7063, NAMERICA
-131.5,69.5, phh2o ,1070,5.65173, NAMERICA
-131,65, phh2o ,1294,6.69669, NAMERICA
-131,65.5, phh2o ,1270,5.06699, NAMERICA
-131,66, phh2o ,1245,4.85626, NAMERICA
-131,66.5, phh2o ,1220,5.43164, NAMERICA
-131,67, phh2o ,1195,5.55494, NAMERICA
-131,67.5, phh2o ,1171,5.55494, NAMERICA
-131,68, phh2o ,1146,5.74479, NAMERICA
-131,68.5, phh2o ,1120,6.69406, NAMERICA
-131,69, phh2o ,1095,6.71478, NAMERICA
-131,69.5, phh2o ,1070,6.7176, NAMERICA
-130.5,65, phh2o ,1294,6.77906, NAMERICA
-130.5,65.5, phh2o ,1270,5.18359, NAMERICA
-130.5,66, phh2o ,1245,4.85626, NAMERICA
-130.5,66.5, phh2o ,1220,5.39717, NAMERICA
-130.5,67, phh2o ,1195,5.55494, NAMERICA
-130.5,67.5, phh2o ,1171,5.55494, NAMERICA
-130.5,68, phh2o ,1146,5.55494, NAMERICA
-130.5,68.5, phh2o ,1120,6.63078, NAMERICA
-130.5,69, phh2o ,1095,6.70583, NAMERICA
-130.5,69.5, phh2o ,1070,6.7176, NAMERICA
-130,65, phh2o ,1294,6.82024, NAMERICA
-130,65.5, phh2o ,1270,4.91081, NAMERICA
-130,66, phh2o ,1245,4.85626, NAMERICA
-130,66.5, phh2o ,1220,5.32205, NAMERICA
-130,67, phh2o ,1195,5.55494, NAMERICA
-130,67.5, phh2o ,1171,5.55494, NAMERICA
-130,68, phh2o ,1146,5.55494, NAMERICA
-130,68.5, phh2o ,1120,6.37764, NAMERICA
-130,69, phh2o ,1095,6.69815, NAMERICA
-130,69.5, phh2o ,1070,6.7176, NAMERICA
-129.5,65, phh2o ,1294,6.82024, NAMERICA
-129.5,65.5, phh2o ,1270,4.85626, NAMERICA
-129.5,66, phh2o ,1245,4.85626, NAMERICA
-129.5,66.5, phh2o ,1220,5.32205, NAMERICA
-129.5,67, phh2o ,1195,5.55494, NAMERICA
-129.5,67.5, phh2o ,1171,5.55494, NAMERICA
-129.5,68, phh2o ,1146,5.55494, NAMERICA
-129.5,68.5, phh2o ,1120,6.1245, NAMERICA
-129.5,69, phh2o ,1095,6.69406, NAMERICA
-129.5,69.5, phh2o ,1070,5.65173, NAMERICA
-129,65, phh2o ,1294,6.38798, NAMERICA
-129,65.5, phh2o ,1270,4.85626, NAMERICA
-129,66, phh2o ,1245,4.85626, NAMERICA
-129,66.5, phh2o ,1220,5.32205, NAMERICA
-129,67, phh2o ,1195,5.55494, NAMERICA
-129,67.5, phh2o ,1171,5.55494, NAMERICA
-129,68, phh2o ,1146,5.55494, NAMERICA
-129,68.5, phh2o ,1120,5.80808, NAMERICA
-129,69, phh2o ,1095,6.69406, NAMERICA
-129,69.5, phh2o ,1070,6.69406, NAMERICA
-128.5,65, phh2o ,1294,6.71874, NAMERICA
-128.5,65.5, phh2o ,1270,4.85626, NAMERICA
-128.5,66, phh2o ,1245,4.85626, NAMERICA
-128.5,66.5, phh2o ,1220,5.32205, NAMERICA
-128.5,67, phh2o ,1195,5.55494, NAMERICA
-128.5,67.5, phh2o ,1171,5.55494, NAMERICA
-128.5,68, phh2o ,1146,5.55494, NAMERICA
-128.5,68.5, phh2o ,1120,5.55494, NAMERICA
-128.5,69, phh2o ,1095,6.50421, NAMERICA
-128.5,69.5, phh2o ,1070,6.69406, NAMERICA
-128,65, phh2o ,1294,6.74512, NAMERICA
-128,65.5, phh2o ,1270,4.85626, NAMERICA
-128,66, phh2o ,1245,4.85626, NAMERICA
-128,66.5, phh2o ,1220,5.32205, NAMERICA
-128,67, phh2o ,1195,5.55494, NAMERICA
-128,67.5, phh2o ,1171,5.55494, NAMERICA
-128,68, phh2o ,1146,5.55494, NAMERICA
-128,68.5, phh2o ,1120,5.55494, NAMERICA
-128,69, phh2o ,1095,6.31435, NAMERICA
-128,69.5, phh2o ,1070,6.69406, NAMERICA
-127.5,65, phh2o ,1294,6.57911, NAMERICA
-127.5,65.5, phh2o ,1270,4.85626, NAMERICA
-127.5,66, phh2o ,1245,4.85626, NAMERICA
-127.5,66.5, phh2o ,1220,5.43849, NAMERICA
-127.5,67, phh2o ,1195,5.55494, NAMERICA
-127.5,67.5, phh2o ,1171,5.55494, NAMERICA
-127.5,68, phh2o ,1146,5.55494, NAMERICA
-127.5,68.5, phh2o ,1120,5.58658, NAMERICA
-127.5,69, phh2o ,1095,6.53585, NAMERICA
-127.5,69.5, phh2o ,1070,6.69406, NAMERICA
-127,65, phh2o ,1294,6.03764, NAMERICA
-127,65.5, phh2o ,1270,4.85626, NAMERICA
-127,66, phh2o ,1245,4.85626, NAMERICA
-127,66.5, phh2o ,1220,5.41971, NAMERICA
-127,67, phh2o ,1195,5.55494, NAMERICA
-127,67.5, phh2o ,1171,5.55494, NAMERICA
-127,68, phh2o ,1146,5.55494, NAMERICA
-127,68.5, phh2o ,1120,5.93465, NAMERICA
-127,69, phh2o ,1095,6.69406, NAMERICA
-127,69.5, phh2o ,1070,6.69406, NAMERICA
-126.5,65, phh2o ,1294,5.58716, NAMERICA
-126.5,65.5, phh2o ,1270,4.85626, NAMERICA
-126.5,66, phh2o ,1245,4.85626, NAMERICA
-126.5,66.5, phh2o ,1220,5.48507, NAMERICA
-126.5,67, phh2o ,1195,5.55494, NAMERICA
-126.5,67.5, phh2o ,1171,5.55494, NAMERICA
-126.5,68, phh2o ,1146,5.55494, NAMERICA
-126.5,68.5, phh2o ,1120,5.93465, NAMERICA
-126.5,69, phh2o ,1095,6.69406, NAMERICA
-126,65, phh2o ,1294,5.22171, NAMERICA
-126,65.5, phh2o ,1270,4.85626, NAMERICA
-126,66, phh2o ,1245,4.87567, NAMERICA
-126,66.5, phh2o ,1220,5.55494, NAMERICA
-126,67, phh2o ,1195,5.55494, NAMERICA
-126,67.5, phh2o ,1171,5.55494, NAMERICA
-126,68, phh2o ,1146,5.55494, NAMERICA
-126,68.5, phh2o ,1120,5.62843, NAMERICA
-126,69, phh2o ,1095,5.35123, NAMERICA
-125.5,65, phh2o ,1294,4.85626, NAMERICA
-125.5,65.5, phh2o ,1270,4.85626, NAMERICA
-125.5,66, phh2o ,1245,5.00815, NAMERICA
-125.5,66.5, phh2o ,1220,5.55494, NAMERICA
-125.5,67, phh2o ,1195,5.55494, NAMERICA
-125.5,67.5, phh2o ,1171,5.55494, NAMERICA
-125.5,68, phh2o ,1146,5.55494, NAMERICA
-125.5,68.5, phh2o ,1120,5.55494, NAMERICA
-125.5,69, phh2o ,1095,5.55494, NAMERICA
-125,65, phh2o ,1294,4.85626, NAMERICA
-125,65.5, phh2o ,1270,4.85626, NAMERICA
-125,66, phh2o ,1245,5.21619, NAMERICA
-125,66.5, phh2o ,1220,5.55494, NAMERICA
-125,67, phh2o ,1195,5.55494, NAMERICA
-125,67.5, phh2o ,1171,5.55494, NAMERICA
-125,68, phh2o ,1146,5.55494, NAMERICA
-125,68.5, phh2o ,1120,5.55494, NAMERICA
-125,69, phh2o ,1095,5.55494, NAMERICA
-125,69.5, phh2o ,1070,5.55494, NAMERICA
-124.5,65, phh2o ,1294,4.85626, NAMERICA
-124.5,65.5, phh2o ,1270,4.85626, NAMERICA
-124.5,66, phh2o ,1245,5.25551, NAMERICA
-124.5,66.5, phh2o ,1220,5.55494, NAMERICA
-124.5,67, phh2o ,1195,5.55494, NAMERICA
-124.5,67.5, phh2o ,1171,5.55494, NAMERICA
-124.5,68, phh2o ,1146,5.55494, NAMERICA
-124.5,68.5, phh2o ,1120,5.55494, NAMERICA
-124.5,69, phh2o ,1095,5.55494, NAMERICA
-124,65, phh2o ,1294,4.85626, NAMERICA
-124,65.5, phh2o ,1270,4.85626, NAMERICA
-124,66, phh2o ,1245,5.34322, NAMERICA
-124,66.5, phh2o ,1220,5.55494, NAMERICA
-124,67, phh2o ,1195,5.55494, NAMERICA
-124,67.5, phh2o ,1171,5.55494, NAMERICA
-124,68, phh2o ,1146,5.55494, NAMERICA
-124,68.5, phh2o ,1120,5.55494, NAMERICA
-124,69, phh2o ,1095,5.47, NAMERICA
-123.5,65, phh2o ,1294,4.85626, NAMERICA
-123.5,65.5, phh2o ,1270,4.85626, NAMERICA
-123.5,66, phh2o ,1245,5.43849, NAMERICA
-123.5,66.5, phh2o ,1220,5.55494, NAMERICA
-123.5,67, phh2o ,1195,5.55494, NAMERICA
-123.5,67.5, phh2o ,1171,5.55494, NAMERICA
-123.5,68, phh2o ,1146,5.55494, NAMERICA
-123.5,68.5, phh2o ,1120,5.55494, NAMERICA
-123.5,69, phh2o ,1095,5.55494, NAMERICA
-123,65.5, phh2o ,1270,4.85626, NAMERICA
-123,66, phh2o ,1245,5.36086, NAMERICA
-123,66.5, phh2o ,1220,5.55494, NAMERICA
-123,67, phh2o ,1195,5.55494, NAMERICA
-123,67.5, phh2o ,1171,5.55494, NAMERICA
-123,68, phh2o ,1146,5.55494, NAMERICA
-123,68.5, phh2o ,1120,5.55494, NAMERICA
-123,69, phh2o ,1095,5.55494, NAMERICA
-123,69.5, phh2o ,1070,5.47, NAMERICA
-122.5,66, phh2o ,1245,5.36863, NAMERICA
-122.5,66.5, phh2o ,1220,5.55494, NAMERICA
-122.5,67, phh2o ,1195,5.55494, NAMERICA
-122.5,67.5, phh2o ,1171,5.55494, NAMERICA
-122.5,68, phh2o ,1146,5.55494, NAMERICA
-122.5,68.5, phh2o ,1120,5.55494, NAMERICA
-122.5,69, phh2o ,1095,5.55494, NAMERICA
-122.5,69.5, phh2o ,1070,5.47, NAMERICA
-122,66, phh2o ,1245,5.30342, NAMERICA
-122,66.5, phh2o ,1220,5.55494, NAMERICA
-122,67, phh2o ,1195,5.55494, NAMERICA
-122,67.5, phh2o ,1171,5.55494, NAMERICA
-122,68, phh2o ,1146,5.55494, NAMERICA
-122,68.5, phh2o ,1120,5.55494, NAMERICA
-122,69, phh2o ,1095,5.55494, NAMERICA
-122,69.5, phh2o ,1070,5.47, NAMERICA
-121.5,65, phh2o ,1294,4.85626, NAMERICA
-121.5,66.5, phh2o ,1220,5.55494, NAMERICA
-121.5,67, phh2o ,1195,5.55494, NAMERICA
-121.5,67.5, phh2o ,1171,5.55494, NAMERICA
-121.5,68, phh2o ,1146,5.55494, NAMERICA
-121.5,68.5, phh2o ,1120,5.55494, NAMERICA
-121.5,69, phh2o ,1095,5.55494, NAMERICA
-121.5,69.5, phh2o ,1070,5.47, NAMERICA
-121,65, phh2o ,1294,4.85626, NAMERICA
-121,67, phh2o ,1195,5.55494, NAMERICA
-121,67.5, phh2o ,1171,5.55494, NAMERICA
-121,68, phh2o ,1146,5.55494, NAMERICA
-121,68.5, phh2o ,1120,5.55494, NAMERICA
-121,69, phh2o ,1095,5.55494, NAMERICA
-120.5,65, phh2o ,1294,4.85626, NAMERICA
-120.5,67, phh2o ,1195,5.55494, NAMERICA
-120.5,67.5, phh2o ,1171,5.55494, NAMERICA
-120.5,68, phh2o ,1146,5.55494, NAMERICA
-120.5,68.5, phh2o ,1120,5.55494, NAMERICA
-120.5,69, phh2o ,1095,5.47, NAMERICA
-120,65, phh2o ,1294,4.85626, NAMERICA
-120,65.5, phh2o ,1270,4.85626, NAMERICA
-120,66.5, phh2o ,1220,5.32205, NAMERICA
-120,67, phh2o ,1195,5.55494, NAMERICA
-120,67.5, phh2o ,1171,5.55494, NAMERICA
-120,68, phh2o ,1146,5.55494, NAMERICA
-120,68.5, phh2o ,1120,5.55494, NAMERICA
-120,69, phh2o ,1095,5.47, NAMERICA
-119.5,65, phh2o ,1294,4.85626, NAMERICA
-119.5,65.5, phh2o ,1270,4.85626, NAMERICA
-119.5,66.5, phh2o ,1220,5.22501, NAMERICA
-119.5,67, phh2o ,1195,5.55494, NAMERICA
-119.5,67.5, phh2o ,1171,5.55494, NAMERICA
-119.5,68, phh2o ,1146,5.55494, NAMERICA
-119.5,68.5, phh2o ,1120,5.55494, NAMERICA
-119.5,69, phh2o ,1095,5.47, NAMERICA
-119,65, phh2o ,1294,4.85626, NAMERICA
-119,65.5, phh2o ,1270,4.85626, NAMERICA
-119,66.5, phh2o ,1220,5.2056, NAMERICA
-119,67, phh2o ,1195,5.55494, NAMERICA
-119,67.5, phh2o ,1171,5.55494, NAMERICA
-119,68, phh2o ,1146,5.55494, NAMERICA
-119,68.5, phh2o ,1120,5.55494, NAMERICA
-119,69, phh2o ,1095,5.47, NAMERICA
-118.5,65, phh2o ,1294,5.37247, NAMERICA
-118.5,65.5, phh2o ,1270,4.85626, NAMERICA
-118.5,66.5, phh2o ,1220,5.26382, NAMERICA
-118.5,67, phh2o ,1195,5.55494, NAMERICA
-118.5,67.5, phh2o ,1171,5.55494, NAMERICA
-118.5,68, phh2o ,1146,5.55494, NAMERICA
-118.5,68.5, phh2o ,1120,5.55494, NAMERICA
-118,65, phh2o ,1294,5.79483, NAMERICA
-118,65.5, phh2o ,1270,5.66075, NAMERICA
-118,66, phh2o ,1245,4.90134, NAMERICA
-118,66.5, phh2o ,1220,5.51612, NAMERICA
-118,67, phh2o ,1195,5.55494, NAMERICA
-118,67.5, phh2o ,1171,5.55494, NAMERICA
-118,68, phh2o ,1146,5.55494, NAMERICA
-118,68.5, phh2o ,1120,5.47, NAMERICA
-117.5,65, phh2o ,1294,5.79483, NAMERICA
-117.5,65.5, phh2o ,1270,5.79483, NAMERICA
-117.5,66, phh2o ,1245,5.53237, NAMERICA
-117.5,66.5, phh2o ,1220,5.55494, NAMERICA
-117.5,67, phh2o ,1195,5.55494, NAMERICA
-117.5,67.5, phh2o ,1171,5.55494, NAMERICA
-117.5,68, phh2o ,1146,5.55494, NAMERICA
-117.5,68.5, phh2o ,1120,5.47, NAMERICA
-117,65, phh2o ,1294,5.79483, NAMERICA
-117,65.5, phh2o ,1270,5.79483, NAMERICA
-117,66, phh2o ,1245,5.72819, NAMERICA
-117,66.5, phh2o ,1220,5.55494, NAMERICA
-117,67, phh2o ,1195,5.55494, NAMERICA
-117,67.5, phh2o ,1171,5.55494, NAMERICA
-117,68, phh2o ,1146,5.55494, NAMERICA
-117,68.5, phh2o ,1120,5.47, NAMERICA
-117,69.5, phh2o ,1070,5.47, NAMERICA
-116.5,65, phh2o ,1294,5.79483, NAMERICA
-116.5,65.5, phh2o ,1270,5.79483, NAMERICA
-116.5,66, phh2o ,1245,5.7815, NAMERICA
-116.5,66.5, phh2o ,1220,5.55494, NAMERICA
-116.5,67, phh2o ,1195,5.55494, NAMERICA
-116.5,67.5, phh2o ,1171,5.55494, NAMERICA
-116.5,68, phh2o ,1146,5.55494, NAMERICA
-116.5,68.5, phh2o ,1120,5.47, NAMERICA
-116.5,69.5, phh2o ,1070,5.47, NAMERICA
-116,65, phh2o ,1294,5.79483, NAMERICA
-116,65.5, phh2o ,1270,5.79483, NAMERICA
